,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
514,Kontigo Care,755,KONT,SE0007075247,Aktie,First North,Sverige,Hälsovård,Hälsovård & Hjälpmedel
515,Nilörngruppen,758,NIL B,SE0007100342,Aktie,Small Cap,Sverige,Material,Förpackning
516,Navigo Invest Pref,759,NAVIGO PREF,SE0007100540,Pref,First North,Sverige,Finans & Fastighet,Investmentbolag
517,Studentbostäder,760,STUDBO,SE0015657697,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
518,Meriaura,761,MERIS,FI4000425848,Aktie,First North,Sverige,Kraftförsörjning,Solkraft
519,Scibase,762,SCIB,SE0007045414,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
520,SolTech Energy,763,SOLT,SE0005392537,Aktie,First North,Sverige,Kraftförsörjning,Solkraft
521,Spiffbet,764,SPIFF,SE0006913497,Aktie,NGM,Sverige,Sällanköpsvaror,Betting & Casino
522,SpectrumOne,765,SPEONE,SE0006994448,Aktie,First North,Sverige,Sällanköpsvaror,Marknadsföring
523,SaltX Technology,766,SALT B,SE0005308541,Aktie,First North,Sverige,Kraftförsörjning,Förnybarenergi
524,Aptahem,767,APTA,SE0006543450,Aktie,Spotlight,Sverige,Hälsovård,Biotech
525,Cline Scientific,768,CLINE B,SE0006758231,Aktie,First North,Sverige,Hälsovård,Biotech
526,CombiGene,769,COMBI,SE0016101935,Aktie,First North,Sverige,Hälsovård,Biotech
527,Nanexa,771,NANEXA,SE0007074166,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
528,Eurobattery Minerals,772,BAT,SE0012481570,Aktie,NGM,Sverige,Material,Gruv - Prospekt & Drift
529,Pharmacolog,773,PHLOG B,SE0019071812,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
530,Redsense Medical,774,REDS,SE0006965158,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
531,Transtema,775,TRANS,SE0006758587,Aktie,Small Cap,Sverige,Telekommunikation,Telekomtjänster
532,Vibrosense Dynamics,776,VSD B,SE0006852125,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
533,Bonäsudden,779,BONAS,SE0007157953,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
534,Link Prop,781,LINKAB,SE0006993804,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
535,Enento,782,ENENTO,FI4000123195,Aktie,Mid Cap,Finland,Industri,Mätning & Analys
536,Pihlajalinna,783,PIHLIS,FI4000092556,Aktie,Mid Cap,Finland,Hälsovård,Sjukhus & Vårdhem
537,Insplorion,784,INSP,SE0006994943,Aktie,First North,Sverige,Industri,Mätning & Analys
538,SpectraCure,785,SPEC,SE0007158118,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
539,Endomines Finland,786,PAMPALO,FI4000508023,Aktie,Small Cap,Finland,Material,Gruv - Guld & Silver
540,Sotkamo Silver,787,SOSI1,SE0001057910,Aktie,Small Cap,Finland,Material,Gruv - Guld & Silver
541,Saga Furs,788,SAGCV,FI0009800551,Aktie,Small Cap,Finland,Sällanköpsvaror,Kläder & Skor
542,Reka Industrial,789,REKA,FI0009800296,Aktie,Small Cap,Finland,Industri,Industrikomponenter
543,Valoe,791,VALOE,FI4000561576,Aktie,Small Cap,Finland,Kraftförsörjning,Solkraft
544,Apetit,792,APETIT,FI0009003503,Aktie,Small Cap,Finland,Dagligvaror,Livsmedel
545,Afarak,793,AFAGR,FI0009800098,Aktie,Small Cap,Finland,Material,Gruv - Industrimetaller
546,Aspocomp,794,ACG1V,FI0009008080,Aktie,Small Cap,Finland,Informationsteknik,Elektronik & Tillverkning
547,CapMan,796,CAPMAN,FI0009009377,Aktie,Mid Cap,Finland,Finans & Fastighet,Investmentbolag
548,Componenta,797,CTH1V,FI4000476783,Aktie,Small Cap,Finland,Industri,Industrikomponenter
549,Digia,799,DIGIA,FI0009007983,Aktie,Mid Cap,Finland,Informationsteknik,IT-Konsulter
550,Dovre,800,DOV1V,FI0009008098,Aktie,Small Cap,Finland,Industri,Affärskonsulter
551,eQ Oyj,802,EQV1V,FI0009009617,Aktie,Mid Cap,Finland,Finans & Fastighet,Kapitalförvaltning
552,Etteplan,803,ETTE,FI0009008650,Aktie,Mid Cap,Finland,Industri,Affärskonsulter
553,Suominen,804,SUY1V,FI0009010862,Aktie,Mid Cap,Finland,Dagligvaror,Hygienprodukter
554,Solteq,807,SOLTEQ,FI0009007991,Aktie,Small Cap,Finland,Informationsteknik,IT-Konsulter
555,Exel Composites,808,EXL1V,FI0009007306,Aktie,Small Cap,Finland,Industri,Industrikomponenter
556,Glaston,809,GLA1V,FI4000369657,Aktie,Small Cap,Finland,Industri,Byggmaterial
557,Innofactor,810,IFA1V,FI0009007637,Aktie,Small Cap,Finland,Informationsteknik,Affärs- & IT-System
558,SSH Communications,812,SSH1V,FI0009008270,Aktie,Small Cap,Finland,Informationsteknik,Säkerhet & Bevakning
559,Ålandsbanken B,813,ALBBV,FI0009001127,Aktie,Mid Cap,Finland,Finans & Fastighet,Banker
560,Raute,814,RAUTE,FI0009004741,Aktie,Small Cap,Finland,Industri,Industrimaskiner
561,Biohit,815,BIOBV,FI0009005482,Aktie,Small Cap,Finland,Hälsovård,Hälsovård & Hjälpmedel
562,QPR Software,816,QPR1V,FI0009008668,Aktie,Small Cap,Finland,Informationsteknik,Affärs- & IT-System
563,Elecster,817,ELEAV,FI0009900658,Aktie,Small Cap,Finland,Industri,Industrimaskiner
564,Honkarakenne,819,HONBS,FI0009900104,Aktie,Small Cap,Finland,Industri,Bostadsbyggnation
565,Ilkka 2,820,ILKKA2,FI0009800205,Aktie,Small Cap,Finland,Sällanköpsvaror,Media & Publicering
566,Incap,821,ICP1V,FI0009006407,Aktie,Mid Cap,Finland,Industri,Industrimaskiner
567,Digitalist Group,822,DIGIGR,FI0009008007,Aktie,Small Cap,Finland,Informationsteknik,IT-Konsulter
568,Ovaro Kiinteistösijoitus,823,OVARO,FI4000349113,Aktie,Small Cap,Finland,Finans & Fastighet,Fastighet - REIT
569,Marimekko,824,MEKKO,FI0009007660,Aktie,Mid Cap,Finland,Sällanköpsvaror,Kläder & Skor
570,Martela,825,MARAS,FI0009900385,Aktie,Small Cap,Finland,Industri,Bygginredning
571,Nurminen Logistics,826,NLG1V,FI0009900187,Aktie,Small Cap,Finland,Industri,Tåg- & Lastbilstransport
572,Keskisuomalainen,827,KSLAV,FI0009007546,Aktie,Small Cap,Finland,Sällanköpsvaror,Media & Publicering
573,Kesla,828,KELAS,FI0009900237,Aktie,Small Cap,Finland,Industri,Industrimaskiner
574,PunaMusta Media,829,PUMU,FI0009900468,Aktie,Small Cap,Finland,Sällanköpsvaror,Media & Publicering
575,Revenio,830,REG1V,FI0009010912,Aktie,Large Cap,Finland,Hälsovård,Medicinsk Utrustning
576,KH Group,831,KHG,FI0009008924,Aktie,Small Cap,Finland,Finans & Fastighet,Investmentbolag
577,Wetteri,832,WETTERI,FI0009012793,Aktie,Small Cap,Finland,Industri,Utbildning
578,Investors House,833,INVEST,FI0009900559,Aktie,Small Cap,Finland,Finans & Fastighet,Fastighetsbolag
579,Trainers House,836,TRH1V,FI4000519202,Aktie,Small Cap,Finland,Industri,Utbildning
580,Boreo,838,BOREO,FI0009900724,Aktie,Small Cap,Finland,Industri,Elektroniska komponenter
581,NoHo Partners,839,NOHO,FI4000064332,Aktie,Mid Cap,Finland,Sällanköpsvaror,Restaurang & Café
582,Panostaja,840,PNA1V,FI0009800379,Aktie,Small Cap,Finland,Finans & Fastighet,Investmentbolag
583,Scanfil,841,SCANFL,FI4000029905,Aktie,Mid Cap,Finland,Informationsteknik,Elektronik & Tillverkning
584,Tecnotree,842,TEM1V,FI0009010227,Aktie,Mid Cap,Finland,Informationsteknik,Affärs- & IT-System
585,Teleste,843,TLT1V,FI0009007728,Aktie,Small Cap,Finland,Informationsteknik,Kommunikation
586,Tulikivi,844,TULAV,FI0009900583,Aktie,Small Cap,Finland,Sällanköpsvaror,Möbler & Inredning
587,Wulff-Yhtiöt,845,WUF1V,FI0009008452,Aktie,Small Cap,Finland,Industri,Bygginredning
588,OMX Copenhagen 20,846,OMXC20,DK0016268840,Index GI,Index,Danmark,N/A,N/A
589,OMX Copenhagen 20 GI,847,OMXC20GI,DK0060369296,Index GI,Index,Danmark,N/A,N/A
590,OMX Copenhagen PI,848,OMXCPI,DK0060488385,Index,Index,Danmark,N/A,N/A
591,OMX Copenhagen GI,849,OMXCGI,DK0060488112,Index GI,Index,Danmark,N/A,N/A
592,OMX Large Cap,850,OMXCLCPI,SE0001776659,Index GI,Index,Danmark,N/A,N/A
593,OMX Mid Cap,851,OMXCMCPI,SE0001776675,Index GI,Index,Danmark,N/A,N/A
594,OMX Small Cap,852,OMXCSCPI,SE0001776691,Index GI,Index,Danmark,N/A,N/A
595,OMXC Oil&Gas,853,CX0001PI,DK0060380269,SectorIndex,Index,Danmark,N/A,N/A
596,OMXC Industrial,854,CX2000PI,DK0060381580,SectorIndex,Index,Danmark,N/A,N/A
597,OMXC Goods,855,CX3000PI,DK0060382554,SectorIndex,Index,Danmark,N/A,N/A
598,OMXC Health,856,CX4000PI,DK0060384410,SectorIndex,Index,Danmark,N/A,N/A
599,OMXC Sercives,857,CX5000PI,DK0060384923,SectorIndex,Index,Danmark,N/A,N/A
600,OMXC Telecom,858,CX6000PI,DK0060385730,SectorIndex,Index,Danmark,N/A,N/A
601,OMXC Utilities,859,CX7000PI,DK0060386381,SectorIndex,Index,Danmark,N/A,N/A
602,OMXC Financials,860,CX8000PI,DK0060386704,SectorIndex,Index,Danmark,N/A,N/A
603,OMXC Technology,861,CX9000PI,DK0060388080,SectorIndex,Index,Danmark,N/A,N/A
604,OSEBX Oslo,862,OSEBX,NO0007035327,Index,Index,Norge,N/A,N/A
605,OBX Oslo,863,OBX,NO0000000021,Index,Index,Norge,N/A,N/A
606,OB Oslo All,864,OSEAX,NO0007033900,Index GI,Index,Norge,N/A,N/A
607,OB Axess All,865,OAAX,NO0007035384,Index GI,Index,Norge,N/A,N/A
608,OB Oslo Oil&Gas,866,OSE10GI,NO0007033991,SectorIndex,Index,Norge,N/A,N/A
609,OB Oslo Industrial,867,OSE20GI,NO0007034015,SectorIndex,Index,Norge,N/A,N/A
610,OB Oslo Staples,868,OSE30GI,NO0007034031,SectorIndex,Index,Norge,N/A,N/A
611,OB Oslo Health,869,OSE35GI,NO0007034049,SectorIndex,Index,Norge,N/A,N/A
612,OB Oslo Consumer,870,OSE25GI,NO0007034023,SectorIndex,Index,Norge,N/A,N/A
613,OB Oslo Utilities,871,OSE55GI,NO0007034114,SectorIndex,Index,Norge,N/A,N/A
614,OB Oslo Financials,872,OSE40GI,NO0007034080,SectorIndex,Index,Norge,N/A,N/A
615,OB Oslo Technology,873,OSE45GI,NO0007034098,SectorIndex,Index,Norge,N/A,N/A
616,VEF,874,VEFAB,SE0016128151,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
617,Double Bond Pharma,876,DBP B,SE0007185525,Aktie,Spotlight,Sverige,Hälsovård,Biotech
618,Hybricon,877,HYCO,SE0015345897,Aktie,Spotlight,Sverige,Industri,Tåg- & Lastbilstransport
619,Swemet,880,SWEM B,SE0006886917,Aktie,NGM,Sverige,Industri,Elektroniska komponenter
620,Footway Pref,882,FOOT PREF,SE0007186176,Pref,First North,Sverige,Sällanköpsvaror,Kläder & Skor
621,Aker Solutions,884,AKSO,NO0010716582,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
622,BW LPG,885,BWLPG,BMG173841013,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
623,Aker BP,886,AKRBP,NO0010345853,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
624,DNB Bank,887,DNB,NO0010161896,Aktie,Oslo Bors,Norge,Finans & Fastighet,Banker
625,DNO,888,DNO,NO0003921009,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Exploatering
626,A.P. Moller Maersk B,889,MAERSK B,DK0010244508,Aktie,Large Cap,Danmark,Industri,Sjöfart & Rederi
627,Carlsberg B,890,CARL B,DK0010181759,Aktie,Large Cap,Danmark,Dagligvaror,Bryggeri
628,Chr Hansen,891,CHR,DK0060227585,Aktie,Large Cap,Danmark,Dagligvaror,Livsmedel
629,Coloplast,892,COLO B,DK0060448595,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
630,Danske Bank,893,DANSKE,DK0010274414,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
631,Frontline,895,FRO,CY0200352116,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
632,Gjensidige Forsikring,896,GJF,NO0010582521,Aktie,Oslo Bors,Norge,Finans & Fastighet,Försäkring
633,Mowi,897,MOWI,NO0003054108,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
634,Nordic Semiconductor,898,NOD,NO0003055501,Aktie,Oslo Bors,Norge,Informationsteknik,Elektronik & Tillverkning
635,DSV,899,DSV,DK0060079531,Aktie,Large Cap,Danmark,Industri,Tåg- & Lastbilstransport
636,FLSmidth & Co.,900,FLS,DK0010234467,Aktie,Large Cap,Danmark,Industri,Byggmaterial
637,Genmab,902,GMAB,DK0010272202,Aktie,Large Cap,Danmark,Hälsovård,Biotech
638,GN Store Nord,903,GN,DK0010272632,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
639,Equinor,904,EQNR,NO0010096985,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Försäljning
640,Novo Nordisk,906,NOVO B,DK0062498333,Aktie,Large Cap,Danmark,Hälsovård,Läkemedel
641,Vimab Group,907,VIMAB,SE0007439633,Aktie,First North,Sverige,Industri,Affärskonsulter
642,Sinch,908,SINCH,SE0016101844,Aktie,Large Cap,Sverige,Informationsteknik,Kommunikation
643,Bravida,909,BRAV,SE0007491303,Aktie,Large Cap,Sverige,Industri,Installation & VVS
644,Dometic,910,DOM,SE0007691613,Aktie,Large Cap,Sverige,Sällanköpsvaror,Bil & Motor
645,Klaria Pharma,911,KLAR,SE0007280326,Aktie,First North,Sverige,Hälsovård,Biotech
646,Minesto,913,MINEST,SE0007578141,Aktie,First North,Sverige,Kraftförsörjning,Förnybarenergi
647,Photocat,914,PCAT,DK0060668796,Aktie,First North,Sverige,Industri,Installation & VVS
648,Waystream,915,WAYS,SE0007577077,Aktie,First North,Sverige,Informationsteknik,Kommunikation
649,Alzinova,916,ALZ,SE0007413455,Aktie,First North,Sverige,Hälsovård,Biotech
650,Hamlet BioPharma,917,HAMLET B,SE0015661152,Aktie,Spotlight,Sverige,Hälsovård,Biotech
651,Nanologica,918,NICA,SE0005454873,Aktie,Small Cap,Sverige,Hälsovård,Biotech
652,PExA,919,PEXA B,SE0007412374,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
653,Attendo,920,ATT,SE0007666110,Aktie,Mid Cap,Sverige,Hälsovård,Sjukhus & Vårdhem
654,Camurus,921,CAMX,SE0007692850,Aktie,Large Cap,Sverige,Hälsovård,Läkemedel
655,Scandic Hotels,922,SHOT,SE0007640156,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Hotell & Camping
656,Immunovia,924,IMMNOV,SE0006091997,Aktie,Small Cap,Sverige,Hälsovård,Medicinsk Utrustning
657,Nilsson Special Vehicles,925,NILS,SE0007702949,Aktie,First North,Sverige,Sällanköpsvaror,Bil & Motor
658,Stillfront,926,SF,SE0015346135,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Gaming & Spel
659,Vicore Pharma,928,VICO,SE0007577895,Aktie,Small Cap,Sverige,Hälsovård,Läkemedel
660,Zenergy,929,ZENZIP B,SE0010413658,Aktie,Spotlight,Sverige,Industri,Bostadsbyggnation
661,Alisa Pankki,930,ALISA,FI4000170915,Aktie,Small Cap,Finland,Finans & Fastighet,Nischbanker
662,Consti,931,CONSTI,FI4000178256,Aktie,Small Cap,Finland,Industri,Byggnation & Infrastruktur
663,IMINT,934,IMINT,SE0007692124,Aktie,Spotlight,Sverige,Informationsteknik,Affärs- & IT-System
664,Toleranzia,935,TOL,SE0007438577,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
665,Prebona,936,PREBON,SE0007692884,Aktie,Spotlight,Sverige,Hälsovård,Läkemedel
666,Implementa Sol,938,IMSOL B,SE0000689978,Aktie,NGM,Sverige,Kraftförsörjning,Solkraft
667,Pandora,939,PNDORA,DK0060252690,Aktie,Large Cap,Danmark,Sällanköpsvaror,Accessoarer
668,Vestas Wind Systems,940,VWS,DK0061539921,Aktie,Large Cap,Danmark,Kraftförsörjning,Vindkraft
669,Royal UNIBREW,941,RBREW,DK0060634707,Aktie,Large Cap,Danmark,Dagligvaror,Bryggeri
670,H. Lundbeck B,942,HLUN B,DK0061804770,Aktie,Large Cap,Danmark,Hälsovård,Läkemedel
671,Nordea Bank,943,NDA DK,FI4000297767,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
672,Orkla,944,ORK,NO0003733800,Aktie,Oslo Bors,Norge,Dagligvaror,Livsmedel
673,Yara International,945,YAR,NO0010208051,Aktie,Oslo Bors,Norge,Material,Kemikalier
674,ISS,946,ISS,DK0060542181,Aktie,Large Cap,Danmark,Industri,Stödtjänster & Service
675,Jyske Bank,947,JYSK,DK0010307958,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
676,Kobenhavns Lufthavne,948,KBHL,DK0010201102,Aktie,Large Cap,Danmark,Industri,Flygtransport
677,Novozymes,949,NZYM B,DK0060336014,Aktie,Large Cap,Danmark,Material,Kemikalier
678,Rockwool B,951,ROCK B,DK0010219153,Aktie,Large Cap,Danmark,Industri,Byggmaterial
679,Sydbank,952,SYDB,DK0010311471,Aktie,Large Cap,Danmark,Finans & Fastighet,Banker
680,Topdanmark,954,TOP,DK0060477503,Aktie,Large Cap,Danmark,Finans & Fastighet,Försäkring
681,Tryg,955,TRYG,DK0060636678,Aktie,Large Cap,Danmark,Finans & Fastighet,Försäkring
682,Demant,956,DEMANT,DK0060738599,Aktie,Large Cap,Danmark,Hälsovård,Medicinsk Utrustning
683,Norsk Hydro,957,NHY,NO0005052605,Aktie,Oslo Bors,Norge,Material,Gruv - Industrimetaller
684,Norwegian Air Shuttle,958,NAS,NO0010196140,Aktie,Oslo Bors,Norge,Industri,Flygtransport
685,Otello,959,OTEC,NO0010040611,Aktie,Oslo Bors,Norge,Informationsteknik,Internettjänster
686,PGS,960,PGS,NO0010199151,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
687,REC Silicon,961,RECSI,NO0010112675,Aktie,Oslo Bors,Norge,Kraftförsörjning,Solkraft
688,Schibsted A,962,SCHA,NO0003028904,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Media & Publicering
689,Seadrill,963,SDRL,BMG7997W1029,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Borrning
690,Storebrand,964,STB,NO0003053605,Aktie,Oslo Bors,Norge,Finans & Fastighet,Försäkring
691,Subsea7,965,SUBC,LU0075646355,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
692,Telenor,966,TEL,NO0010063308,Aktie,Oslo Bors,Norge,Telekommunikation,Bredband & Telefoni
693,TGS,967,TGS,NO0003078800,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
694,Avance Gas,968,AGAS,BMG067231032,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Transport
695,Bakkafrost,969,BAKKA,FO0000000179,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
696,FastOut Int,971,FOUT,SE0007525738,Aktie,NGM,Sverige,Informationsteknik,Affärs- & IT-System
697,NEXT Biometrics,973,NEXT,NO0010629108,Aktie,Oslo Bors,Norge,Informationsteknik,Biometri
698,Zalaris,974,ZAL,NO0010708910,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
699,Medistim,976,MEDI,NO0010159684,Aktie,Oslo Bors,Norge,Hälsovård,Medicinsk Utrustning
700,Matas,977,MATAS,DK0060497295,Aktie,Mid Cap,Danmark,Dagligvaror,Hygienprodukter
701,FirstFarms,978,FFARMS,DK0060056166,Aktie,Small Cap,Danmark,Dagligvaror,Jordbruk
702,Detection,982,DETEC,FI4000115464,Aktie,First North,Finland,Hälsovård,Medicinsk Utrustning
703,Xbrane Biopharma,983,XBRANE,SE0007789409,Aktie,Small Cap,Sverige,Hälsovård,Biotech
704,Catena Media,984,CTM,MT0001000109,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Betting & Casino
705,Sjöstrand Coffee,985,SCC B,SE0007897764,Aktie,Spotlight,Sverige,Sällanköpsvaror,Hemelektronik
706,Invent Medic,986,IMS,SE0007603402,Aktie,Spotlight,Sverige,Hälsovård,Medicinsk Utrustning
707,Eagle Filters,988,EAGLE,FI4000092523,Aktie,First North,Finland,Finans & Fastighet,Investmentbolag
708,Herantis Pharma,991,HRTIS,FI4000087861,Aktie,First North,Finland,Hälsovård,Biotech
709,Nexstim,992,NXTMH,FI4000506811,Aktie,First North,Finland,Hälsovård,Medicinsk Utrustning
710,Piippo,994,PIIPPO,FI4000123070,Aktie,First North,Finland,Material,Förpackning
711,Robit,995,ROBIT,FI4000150016,Aktie,Small Cap,Finland,Industri,Industrikomponenter
712,Meriaura,996,MERIH,FI4000425848,Aktie,First North,Finland,Kraftförsörjning,Solkraft
713,Siili Solutions,997,SIILI,FI4000043435,Aktie,Small Cap,Finland,Informationsteknik,Affärs- & IT-System
714,Taaleri,998,TAALA,FI4000062195,Aktie,Mid Cap,Finland,Finans & Fastighet,Kapitalförvaltning
715,Talenom,999,TNOM,FI4000153580,Aktie,Mid Cap,Finland,Industri,Affärskonsulter
716,United Bankers,1000,UNITED,FI4000081427,Aktie,Small Cap,Finland,Finans & Fastighet,Kapitalförvaltning
717,Verkkokauppa.com,1001,VERK,FI4000049812,Aktie,Small Cap,Finland,Sällanköpsvaror,Detaljhandel
718,XXL,1002,XXL,NO0010716863,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Detaljhandel
719,Bonheur,1006,BONHR,NO0003110603,Aktie,Oslo Bors,Norge,Kraftförsörjning,Vindkraft
720,Protector,1007,PROT,NO0010209331,Aktie,Oslo Bors,Norge,Finans & Fastighet,Försäkring
721,Ensurge Micropower,1008,ENSU,NO0012450008,Aktie,Oslo Bors,Norge,Informationsteknik,Elektronik & Tillverkning
722,AF Gruppen,1009,AFG,NO0003078107,Aktie,Oslo Bors,Norge,Industri,Byggnation & Infrastruktur
723,Humana,1010,HUM,SE0008040653,Aktie,Mid Cap,Sverige,Hälsovård,Sjukhus & Vårdhem
724,Garo,1011,GARO,SE0015812417,Aktie,Mid Cap,Sverige,Industri,Elektroniska komponenter
725,White Pearl Technology,1012,WPTG B,SE0020203271,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
726,CHOSA Oncology,1013,CHOSA,SE0007784319,Aktie,Spotlight,Sverige,Hälsovård,Biotech
727,Polygiene,1014,POLYG,SE0007692157,Aktie,First North,Sverige,Sällanköpsvaror,Kläder & Skor
728,AddLife,1015,ALIF B,SE0014401378,Aktie,Large Cap,Sverige,Hälsovård,Biotech
729,StrongPoint,1020,STRO,NO0010098247,Aktie,Oslo Bors,Norge,Industri,Säkerhet
730,Atea,1021,ATEA,NO0004822503,Aktie,Oslo Bors,Norge,Informationsteknik,IT-Konsulter
731,Wallenius Wilhelmsen,1022,WAWI,NO0010571680,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
732,Stolt-Nielsen,1023,SNI,BMG850801025,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
733,Tomra Systems,1024,TOM,NO0012470089,Aktie,Oslo Bors,Norge,Industri,Energi & Återvinning
734,Veidekke,1025,VEI,NO0005806802,Aktie,Oslo Bors,Norge,Industri,Byggnation & Infrastruktur
735,Kongsberg Gruppen,1026,KOG,NO0003043309,Aktie,Oslo Bors,Norge,Industri,Militär & Försvar
736,SalMar,1027,SALM,NO0010310956,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
737,Napatech,1028,NAPA,DK0060520450,Aktie,Oslo Bors,Norge,Informationsteknik,Kommunikation
738,Bang & Olufsen,1029,BO,DK0010218429,Aktie,Mid Cap,Danmark,Sällanköpsvaror,Hemelektronik
739,Flugger,1031,FLUG B,DK0010218189,Aktie,Mid Cap,Danmark,Material,Kemikalier
740,Roblon,1032,RBLN B,DK0060485019,Aktie,Small Cap,Danmark,Material,Kemikalier
741,Xintela,1033,XINT,SE0007756903,Aktie,First North,Sverige,Hälsovård,Biotech
742,ABG Sundal Collier,1034,ABG,NO0003021909,Aktie,Oslo Bors,Norge,Finans & Fastighet,Nischbanker
743,Arribatec,1035,ARR,NO0012861667,Aktie,Oslo Bors,Norge,Informationsteknik,Säkerhet & Bevakning
744,Akastor,1036,AKAST,NO0010215684,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
745,Aker,1037,AKER,NO0010234552,Aktie,Oslo Bors,Norge,Finans & Fastighet,Investmentbolag
746,AKVA Group,1038,AKVA,NO0003097503,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
747,AMSC,1039,AMSC,NO0010272065,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
748,ABL Group,1040,ABL,NO0010715394,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
749,Archer,1041,ARCH,BMG0451H1170,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Borrning
750,Austevoll Seafood,1042,AUSS,NO0010073489,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
751,Belships,1044,BELCO,NO0003094104,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
752,ArcticZymes,1046,AZT,NO0010014632,Aktie,Oslo Bors,Norge,Hälsovård,Biotech
753,Techstep,1047,TECH,NO0012916131,Aktie,Oslo Bors,Norge,Informationsteknik,Affärs- & IT-System
754,Wilh. Wilhelmsen B,1048,WWIB,NO0010576010,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
755,Borgestad,1049,BOR,NO0003111700,Aktie,Oslo Bors,Norge,Finans & Fastighet,Fastighetsbolag
756,Borregaard,1050,BRG,NO0010657505,Aktie,Oslo Bors,Norge,Material,Kemikalier
757,BW Offshore Limited,1051,BWO,BMG1738J1247,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
758,ContextVision,1052,CONTX,SE0014731154,Aktie,Oslo Bors,Norge,Hälsovård,Medicinsk Utrustning
759,Simris Alg,1054,SIMRIS B,SE0008091664,Aktie,First North,Sverige,Dagligvaror,Hälsoprodukter
760,Eidesvik Offshore,1056,EIOF,NO0010263023,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
761,Electromagnetic Geoservices,1057,EMGS,NO0010358484,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
762,Entra,1058,ENTRA,NO0010716418,Aktie,Oslo Bors,Norge,Finans & Fastighet,Fastighetsbolag
763,Gaming Innovation,1061,GIG,US36467X2062,Aktie,Oslo Bors,Norge,Sällanköpsvaror,Betting & Casino
764,Golden Ocean,1063,GOGL,BMG396372051,Aktie,Oslo Bors,Norge,Industri,Sjöfart & Rederi
765,Goodtech,1064,GOD,NO0004913609,Aktie,Oslo Bors,Norge,Industri,Affärskonsulter
766,Grieg Seafood,1065,GSF,NO0010365521,Aktie,Oslo Bors,Norge,Dagligvaror,Fiskodling
767,Havila Shipping,1066,HAVI,NO0010257728,Aktie,Oslo Bors,Norge,Energi,Olja & Gas - Service
768,Hexagon Composites,1067,HEX,NO0003067902,Aktie,Oslo Bors,Norge,Material,Förpackning
